Item Name,Description,Mfg Part #,Category,Rate,Item Type
427-21,"SS1 In-line Rector Seal All Access 83411 Float Switch, Easy Installation, HVAC, Includes 3/4"" Adapter",AA1-FS,Material,81.83000,Inventory
427-22,UA-1 Universal Alarm Universal low-voltage alarm that can indicate possible system trouble,,Material,95.05000,Inventory
427-23,"Diversitech Wet Switch Flood Detector, 8"" x 1.55"" x 9.6"" (WS-1)",WS-1,Material,219.69000,Inventory
427-24,Safe-T-Switch® Mini Split Condensate Switch SS610E,SS610E,Material,266.32000,Inventory
427-25,Electronic Safe-T-Switch® Condensate Overflow Shut-Off Switch SS500EP,SS500EP,Material,190.97000,Inventory
427-32,Bugs Small #2,,Material,0.00000,Inventory
428-07,WEATHER TITE SINGLE GANG BOX BLANK COVER PLATE,,Material,10.59000,Inventory
428-08,"WEATHER TITE SINGLE GANG BOX 1/2"" HOLES",,Material,34.41000,Inventory
428-09,"WEATHER TITE DOUBLE GANG BOX 3/4"" HOLES",,Material,57.65000,Inventory
428-10,"METAL 4X1 1/2"" SQUARE BOX METAL ROUGHIN",,Material,38.46000,Inventory
428-11,Pvc Junction Box,,Material,0.00000,Inventory
428-13,1900 BOX 4X4 HOLLOW EXTENSION BOX,,Material,0.00000,Inventory
428-14,"Handy Box 4x2 1/2""",,Material,0.00000,Inventory
428-15,"WEATHER TITE DOUBLE GANG BOX 1/2"" HOLES",,Material,74.79000,Inventory
428-16,"WEATHER TITE SINGLE GANG BOX 3/4"" HOLES",,Material,48.28000,Inventory
428-17,WEATHER TITE DOUBLE GANG BOX BLANK COVER PLATE,,Material,25.55000,Inventory
428-18,4 in. 15.8 cu. in. Steel Octagon Box with C-5 Cable Clamp (54151N-25R),,Material,20.96000,Inventory
428-20,COVER PLATE DOUBLE GANG METAL BLANK,,Material,11.49000,Inventory
428-21,COVER PLATE SINGLE GANG METAL BLANK,,Material,0.00000,Inventory
428-22,COVER PLATE DOUBLE GANG METAL TOGGLE,,Material,0.00000,Inventory
428-23,COVER PLATE SINGLE GANG METAL TOGGLE SWITCH,,Material,0.00000,Inventory
428-24,COVER PLATE DOUBLE GANG METAL SINGLE TOGGLE ??,,Material,0.00000,Inventory
428-26,COVER PLATE SINGLE GANG PLASTIC ALL COLORS,,Material,0.00000,Inventory
428-260,COVER PLATE DOUBLE GANG PLASTIC ALL COLORS,,Material,0.00000,Inventory
428-27,Plastic Rough In Box 4x2,,Material,0.00000,Inventory
428-28,Plastic Rough In Box 4x4,,Material,0.00000,Inventory
428-30,WEATHER TITE RECP SINGLE GANG COVER PLATE,,Material,0.00000,Inventory
428-31,WP13HC 4X2 IN USE WEATHERPROOF COVER,,Material,0.00000,Inventory
429-00,"Pvc Elec. Mpt 1/2""",,Material,4.03000,Inventory
429-01,"Pvc Elec. Fpt 1/2""",,Material,4.03000,Inventory
429-02,"Pvc Elec. COUPLING 1/2""",,Material,0.00000,Inventory
429-03,3/4 in. Electrical PVC Male Adapter,,Material,4.24000,Inventory
429-04,3/4 in. Electrical PVC Female Adapter,,Material,4.45000,Inventory
429-05,3/4 in. Electrical PVC Standard Coupling,,Material,3.34000,Inventory
429-06,"Pvc Elec. Fitting 1""",,Material,0.00000,Inventory
429-07,"Pvc Elec. Fitting 1 1/4""",,Material,0.00000,Inventory
429-08,"Pvc Elec. Fitting 1 1/2""",,Material,0.00000,Inventory
429-20,"1/2 "" Pvc Sweep",,Material,0.00000,Inventory
429-21,3/4 in. 45° Schedule 40 Standard Radius Belled End Elbow,,Material,11.25000,Inventory
429-22,3/4 in. 90° Schedule 40 Standard Radius Electrical Belled End Elbow,,Material,9.71000,Inventory
429-222,"1"" Pvc Sweep",,Material,0.00000,Inventory
429-223,"1-1/4"" Pvc Sweep",,Material,0.00000,Inventory
429-30,"Pvc Lb Elec. 1/2""",,Material,0.00000,Inventory
429-32,"Pvc Lb Elec. 3/4""",,Material,33.42000,Inventory
429-33,"Pvc Lb Elect 1 1/4""",,Material,0.00000,Inventory
429-34,"Pvc Lb Elec. 1""",,Material,0.00000,Inventory
429-52,3/4 in. x 10 ft. Gray Non-Metallic PVC Schedule 40-Conduit,,Material,41.41000,Inventory
429-54,"Pvc Pipe Elec. 1""",,Material,0.00000,Inventory
429-56,"Pvc Pipe Elc 1 1/2""",,Material,0.00000,Inventory
432878-01,Hoshizaki Shutter Spring 432878-01,,Material:Refrigeration,0.00000,Inventory
433705-01,Hoshizaki 433705-01 Valve Seat 1 W/ Spring,,Material:Refrigeration,0.00000,Inventory
435490-01,Hoshizaki Float Switch Genuine OEM replacement part,,Material:Refrigeration,259.20000,Inventory
435745-02,435745-02 HOSHIZAKI PUSH BUTTON SWITCH,,Material:Refrigeration,0.00000,Inventory
44-4096,"Arctic Door Heater Wire for 34"" X 78"" or 36"" X 78"" Door Opening",,Material:Refrigeration,535.00000,Inventory
49W91,"LENNOX 102297-01 Relay, DPST N.O., 22 VDC",,Equipment,235.62000,Inventory
4A0893-01,4A0893-01FUSE AGC-1 AMP,,Material:Refrigeration,0.00000,Inventory
4A0893-02,4A0893-02 FUSE GMC 500MA,,Material:Refrigeration,0.00000,Inventory
4A0893-05,Hoshizaki 4A0893-05 FUSE F-1000 M 50HZ,,Material:Refrigeration,0.00000,Inventory
4a0893-06,Hoshizaki Fuse 3a 250v Pt# 4a0893-06,,Material:Refrigeration,0.00000,Inventory
4A2772-01,4A2772-01 WATER VALVE,,Material:Refrigeration,317.38000,Inventory
4A3722-01,4A3722-01 SOLENOIC DRAIN / CLEANING VALVE,,Material:Refrigeration,0.00000,Inventory
4A5251-04,HOSHIZAKI 4A5251-04 WATER INLET VALVE,,Material:Refrigeration,0.00000,Inventory
4A5309-01,"4A5309-01 SOLENOID VALVE, WATER 24V",,Material:Refrigeration,0.00000,Inventory
4L1000,"4L1000 Fan Belt 1/2""wide 100""long",,Material:Belts,99.79000,Inventory
4L150,"4L150 Fan Belt 1/2""wide 15""long",,Material:Belts,47.41000,Inventory
4L160,"4L160 Fan Belt 1/2""wide 16""long",,Material:Belts,47.61000,Inventory
4L170,"4L170 Fan Belt 1/2""wide 17""long",,Material:Belts,49.08000,Inventory
4L180,"4L180 Fan Belt 1/2""wide 18""long",,Material:Belts,47.86000,Inventory
4L190,"4L190 Fan Belt 1/2""wide 19""long",,Material:Belts,44.79000,Inventory
4L200,"4L200 Fan Belt 1/2""wide 20""long",,Material:Belts,44.86000,Inventory
4L210,"4L210 Fan Belt 1/2""wide 21""long",,Material:Belts,44.54000,Inventory
4L220,"4L220 Fan Belt 1/2""wide 22""long",,Material:Belts,0.00000,Inventory
4L230,"4L230 Fan Belt 1/2""wide 23""long",,Material:Belts,44.22000,Inventory
4L240,"4L240 Fan Belt 1/2""wide 24""long",,Material:Belts,49.97000,Inventory
4L250,"4L250 Fan Belt 1/2""wide 25""long",,Material:Belts,48.88000,Inventory
4L260,"4L260 Fan Belt 1/2""wide 26""long",,Material:Belts,51.38000,Inventory
4L270,"4L270 Fan Belt 1/2""wide 27""long",,Material:Belts,47.67000,Inventory
4L280,"4L280 Fan Belt 1/2""wide 28""long",,Material:Belts,50.03000,Inventory
4L290,"4L290 Fan Belt 1/2""wide 29""long",,Material:Belts,48.82000,Inventory
4L300,"4L300 Fan Belt 1/2""wide 30""long",,Material:Belts,50.48000,Inventory
4L310,"4L310 Fan Belt 1/2""wide 31""long",,Material:Belts,51.12000,Inventory
4L320,"4L320 Fan Belt 1/2""wide 32""long",,Material:Belts,51.76000,Inventory
4L330,"4L330 Fan Belt 1/2""wide 33""long",,Material:Belts,55.47000,Inventory
4L340,"4L340 Fan Belt 1/2""wide 34""long",,Material:Belts,55.27000,Inventory
4L350,"4L350 Fan Belt 1/2""wide 35""long",,Material:Belts,54.38000,Inventory
4L360,"4L360 Fan Belt 1/2""wide 36""long",,Material:Belts,53.29000,Inventory
4L370,"4L370 Fan Belt 1/2""wide 37""long",,Material:Belts,55.34000,Inventory
4L380,"4L380 Fan Belt 1/2""wide 38""long",,Material:Belts,52.01000,Inventory
4L390,"4L390 Fan Belt 1/2""wide 39""long",,Material:Belts,55.34000,Inventory
4L400,"4L400 Fan Belt 1/2""wide 40""long",,Material:Belts,55.53000,Inventory
4L410,"4L410 Fan Belt 1/2""wide 41""long",,Material:Belts,58.92000,Inventory
4L420,"4L420 Fan Belt 1/2""wide 42""long",,Material:Belts,56.87000,Inventory
4L430,"4L430 Fan Belt 1/2""wide 43""long",,Material:Belts,58.66000,Inventory
4L440,"4L440 Fan Belt 1/2""wide 44""long",,Material:Belts,53.20000,Inventory
4L450,"4L450 Fan Belt 1/2""wide 45""long",,Material:Belts,58.04000,Inventory
4L460,"4L460 Fan Belt 1/2""wide 46""long",,Material:Belts,51.39000,Inventory
4L470,"4L470 Fan Belt 1/2""wide 47""long",,Material:Belts,70.18000,Inventory
4L480,"4L480 Fan Belt 1/2""wide 48""long",,Material:Belts,56.92000,Inventory
4L490,"4L490 Fan Belt 1/2""wide 49""long",,Material:Belts,55.27000,Inventory
4L500,"4L500 Fan Belt 1/2""wide 50""long",,Material:Belts,58.15000,Inventory
4L510,"4L510 Fan Belt 1/2""wide 51""long",,Material:Belts,63.58000,Inventory
4L520,"4L520 Fan Belt 1/2""wide 52""long",,Material:Belts,59.64000,Inventory
4L530,"4L530 Fan Belt 1/2""wide 53""long",,Material:Belts,57.40000,Inventory
4L540,"4L540 Fan Belt 1/2""wide 54""long",,Material:Belts,60.60000,Inventory
4L550,"4L550 Fan Belt 1/2""wide 55""long",,Material:Belts,60.76000,Inventory
4L560,"4L560 Fan Belt 1/2""wide 56""long",,Material:Belts,57.19000,Inventory
4L570,"4L570 Fan Belt 1/2""wide 57""long",,Material:Belts,65.12000,Inventory
4L580,"4L580 Fan Belt 1/2""wide 58""long",,Material:Belts,61.82000,Inventory
4L590,"4L590 Fan Belt 1/2""wide 59""long",,Material:Belts,62.14000,Inventory
4L600,"4L600 Fan Belt 1/2""wide 60""long",,Material:Belts,58.52000,Inventory
4L610,"4L610 Fan Belt 1/2""wide 61""long",,Material:Belts,99.84000,Inventory
4L620,"4L620 Fan Belt 1/2""wide 62""long",,Material:Belts,74.02000,Inventory
4L630,"4L630 Fan Belt 1/2""wide 63""long",,Material:Belts,77.00000,Inventory
4L640,"4L640 Fan Belt 1/2""wide 64""long",,Material:Belts,73.80000,Inventory
4L650,"4L650 Fan Belt 1/2""wide 65""long",,Material:Belts,79.29000,Inventory
4L660,"4L660 Fan Belt 1/2""wide 66""long",,Material:Belts,104.28000,Inventory
4L670,"4L670 Fan Belt 1/2""wide 67""long",,Material:Belts,96.17000,Inventory
4L680,"4L680 Fan Belt 1/2""wide 68""long",,Material:Belts,84.52000,Inventory
4L690,"4L690 Fan Belt 1/2""wide 69""long",,Material:Belts,90.82000,Inventory
4L700,"4L700 Fan Belt 1/2""wide 70""long",,Material:Belts,81.53000,Inventory
4L710,"4L710 Fan Belt 1/2""wide 71""long",,Material:Belts,75.77000,Inventory
4L720,"4L720 Fan Belt 1/2""wide 72""long",,Material:Belts,75.93000,Inventory
4L730,"4L730 Fan Belt 1/2""wide 73""long",,Material:Belts,95.72000,Inventory
4L740,"4L740 Fan Belt 1/2""wide 74""long",,Material:Belts,70.50000,Inventory
4L750,"4L750 Fan Belt 1/2""wide 75""long",,Material:Belts,71.14000,Inventory
4L760,"4L760 Fan Belt 1/2""wide 76""long",,Material:Belts,71.99000,Inventory
4L770,"4L770 Fan Belt 1/2""wide 77""long",,Material:Belts,72.85000,Inventory
4L780,"4L780 Fan Belt 1/2""wide 78""long",,Material:Belts,81.97000,Inventory
4L790,"4L790 Fan Belt 1/2""wide 79""long",,Material:Belts,85.31000,Inventory
4L800,"4L800 Fan Belt 1/2""wide 80""long",,Material:Belts,72.10000,Inventory
4L810,"4L810 Fan Belt 1/2""wide 81""long",,Material:Belts,57.38000,Inventory
4L820,"4L820 Fan Belt 1/2""wide 82""long",,Material:Belts,99.15000,Inventory
4L830,"4L830 Fan Belt 1/2""wide 83""long",,Material:Belts,58.08000,Inventory
4L840,"4L840 Fan Belt 1/2""wide 84""long",,Material:Belts,80.46000,Inventory
4L850,"4L850 Fan Belt 1/2""wide 85""long",,Material:Belts,53.20000,Inventory
4L860,"4L860 Fan Belt 1/2""wide 86""long",,Material:Belts,105.18000,Inventory
4L870,"4L870 Fan Belt 1/2""wide 87""long",,Material:Belts,58.92000,Inventory
4L880,"4L880 Fan Belt 1/2""wide 88""long",,Material:Belts,99.79000,Inventory
4L890,"4L890 Fan Belt 1/2""wide 89""long",,Material:Belts,53.20000,Inventory
4L900,"4L900 Fan Belt 1/2""wide 90""long",,Material:Belts,95.30000,Inventory
4L910,"4L910 Fan Belt 1/2""wide 91""long",,Material:Belts,53.20000,Inventory
4L920,"4L920 Fan Belt 1/2""wide 92""long",,Material:Belts,87.50000,Inventory
4L930,"4L930 Fan Belt 1/2""wide 93""long",,Material:Belts,53.20000,Inventory
4L940,"4L940 Fan Belt 1/2""wide 94""long",,Material:Belts,93.59000,Inventory
4L950,"4L950 Fan Belt 1/2""wide 95""long",,Material:Belts,55.70000,Inventory
4L960,"4L960 Fan Belt 1/2""wide 96""long",,Material:Belts,92.97000,Inventory
4L970,"4L970 Fan Belt 1/2""wide 97""long",,Material:Belts,53.20000,Inventory
4L980,"4L980 Fan Belt 1/2""wide 98""long",,Material:Belts,89.97000,Inventory
4L990,"4L990 Fan Belt 1/2""wide 99""long",,Material:Belts,62.89000,Inventory
4-WAY 8X8OBD,AIRCBOB40808 8X8 FOUR WAY OBD WHITE,,Material,135.25000,Inventory
4-WHEEL DOLLY,58315 33X18 POLY DOLLY 1000LB,,Material,106.96000,Non Inventory
4X4X4 WYE,METAL WYE 4X4X4,,Material,90.25000,Inventory
51-102500-10,"RUUD Condenser Fan Motor — 1/3 HP, single‑phase, 1‑speed, 208/230V, 825 RPM",,Material,443.01000,Inventory
5140C,"BOHN FAN BLADE 12"" 24° 5 wing CW 5/16""B",,Material:Refrigeration,185.19000,Inventory
535-01,Access Door,,Material:Duct,0.00000,Inventory
5462 MOTOR COND 48FRM,5462 MOTOR COND 48FRM 1/3-1/6HP 1075RPM 208/230V 2SP REV,,Material,277.53000,Inventory
5464 MOTOR COND 48FRM,5464 MOTOR COND 48FRM 1/3-1/6HP 825RPM 208/230V 2SP REV,,Material,351.09000,Inventory
54W56,"Lennox C1DISC080B-1, Disconnect Switch Kit, 80 Amp, 3-Pole",,Material,567.02000,Inventory
5J SOLID COUPLING SLEEVE,"5J Coupling Sleeve Elastomer 5JE fit S-Flex Sure Flex Gear Sleeve Solid Design, 2.94"" OD, 1.56"" Elastomer Length, 240 in-lbs. Nominal Torque",,Material,63.26000,Inventory
5KH36MN3127T,"LEESON Fan and Blower Motor: 1 Speed, Open Drip Proof, Cradle Base Mount, 1/2 hp Horsepower, Auto",,Material,1085.94000,Inventory
5TEM4D06AC41SA,"TRANE  5TEM4D06AC41SA R-454B Convertible Air Handler, All-Aluminum Plate Fin Coil, 4-Way Poise, 24V System Control, 208-230/1/60, 36K - 48K BTUH Capac",,Equipment,3233.54000,Inventory
5TTA4060A3000A,"TRANE 5TTA4060A3000A R-454B Air Conditioner, Spine Fin ™ Coil, 24V System Control, 208-230/3/60, 60K BTUH Capacity",,Equipment,5893.56000,Inventory
5VX1000,"5VX1000 Fan Belt 5/8"" wide 100""long",,Material:Belts,267.48000,Inventory
5VX1030,"5VX1030 Fan Belt 5/8"" wide103""long",,Material:Belts,284.58000,Inventory
5VX1150,"5VX1150 Fan Belt 5/8"" wide 115""long",,Material:Belts,329.45000,Inventory
5VX1250,"5VX1250 Fan Belt 5/8"" wide 125""long",,Material:Belts,337.53000,Inventory
5VX450,"5VX450 Fan Belt 5/8"" wide 45""long",,Material:Belts,164.49000,Inventory
5VX490,"5VX490 Fan Belt 5/8""wide 49""long",,Material:Belts,160.47000,Inventory
5VX500,"5VX500 Fan Belt 5/8"" wide 50""long",,Material:Belts,168.03000,Inventory
5VX510,"5VX510 Fan Belt 5/8"" wide 51""long",,Material:Belts,170.73000,Inventory
5VX530,"5VX530 Fan Belt 5/8"" wide 53""long",,Material:Belts,170.76000,Inventory
5VX540,"5VX540 Fan Belt 5/8"" wide 54""long",,Material:Belts,185.51000,Inventory
5VX550,"5VX550 Fan Belt 5/8"" wide 55""long",,Material:Belts,203.80000,Inventory
5VX560,"5VX560 Fan Belt 5/8"" wide 56""long",,Material:Belts,182.52000,Inventory
5VX600,"5VX600 Fan Belt 5/8"" wide 60""long",,Material:Belts,194.37000,Inventory
5VX650,"5VX650 Fan Belt 5/8"" wide 65""long",,Material:Belts,227.27000,Inventory
5VX670,"5VX670 Fan Belt 5/8"" wide 67""long",,Material:Belts,233.49000,Inventory
5VX750,"5VX750 Fan Belt 5/8"" wide 75""long",,Material:Belts,237.06000,Inventory
60542-5,Montague 605425 blower assembly dual fan Tc 1200,,Material,745.04000,Inventory
6205X,Evergreen Scientific- 6205E GE - Genteq 1/2 HP 230 Volt Replacement X-13 Furnace Blower Motor,,Material,540.52000,Inventory
6210X,"EVERGREEN® EM Fan and Blower Motor, 1 HP, 1 Ph, 60 Hz, 115/208-230 V, 1050 RPM, 1 Speed, 48 Frame, OPAO",,Material,635.16000,Inventory
6510V,"Blower duty motor, Evergreen VS, ball bearing, 5-5/8"" diameter, 1 HP, 120/240 volt, CCW/CW",,Material,811.19000,Inventory
6LFA2,"BELL & GOSSETT Water Pressure Reducing Valve: Brass, 12 psi Factory Set Pressure, NPT x NPT, 250°F",,Material,563.13000,Inventory
6X3 SCH80 SLIP BUSHING,6 x 3 in. PVC Schedule 80 Bushing,,Material:PVC,117.53000,Inventory
70-101323-19,"RUUD Fan Blade - 22"" Dia, 3-blade, 28° pitch, 1/2"" bore, CCW, inlet hub",,Material,256.64000,Inventory
703015,RUUD BLOWER WHEEL 11X11 1/2 BORE CW,703015,Material,261.03000,Inventory
7L22-800,HOSHIZAKI 7L22-800 SPLIT LOCK WASHER M8 SUS,,Material:Refrigeration,8.90000,Inventory
7S12-0895,HOSHIZAKI 7S12-0895 SOCKET HEX HEAD BOLT 8X95 SUS,,Material:Refrigeration,56.60000,Inventory
"""8"" VENT CAP""","8"" Round Chimney Caps, Tapered Top Chimney Cap with Screen, All Weather Chimney Caps Roof Top Round Roof Vent, Perfectly Insulated Roof Vent Caps Vent",,Material,228.12000,Inventory
"""8""STORM COLLAR""",Dura Vent 9559 7'' 8'' Dura tech Storm Collar,,Material,106.24000,Inventory
"""8""X5' B VENT PIPE""","8RV-5 RV 8"" Type B Gas Vent 60"" Pipe Length, Galvanized",,Material,313.51000,Inventory
810231,"TRUE CONDENSATE PAN 25 1/4"" X 12 3/8"" X 1 3/4""",,Material:Refrigeration,278.55000,Inventory
814100,"PARAGON Commercial Defrost Timer40AMP, DEFROST CONTROL Volts: 120; Switch Action: 2 N.C.–1 N.O.; Description: For Electric or Hot Gas Defrost.",,Material:Refrigeration,347.38000,Inventory
814500,"814500 Timer, defrost, time/temp, 40 amps, SPDT, 120 Vac PARAGON",,Material:Refrigeration,396.78000,Inventory
814520,"814520 Timer, defrost, time/temp, 40 amps, SPDT, 208/240 Vac PARAGON",,Material:Refrigeration,392.88000,Inventory
829-95,Freeze Stat ( All Types ),,Material:Refrigeration,0.00000,Inventory
870934,870934 V-Shape Evaporator Drain Pan for True,,Material:Refrigeration,1359.31000,Inventory
8907 1HP OAO 1075,8907 1HP OAO 1075 MOTOR,,Material,424.07000,Inventory
8VMBE5,8VMBE5 NOMINAL 800 CFM MULTI POISE CHILLED WATER FAN COIL WITH 5.0 KW HEATER,,Equipment,4893.68000,Inventory
90-340,90-340 RELAY 2 POLE,,Material,56.34000,Inventory
90-380,90-380 RELAY FAN ENCLOSED,,Material,80.72000,Inventory
904-00,Oem Ice-o-matic High Pressure Switch,,Material:Refrigeration,0.00000,Inventory
904-22,Manitowoc Switch (all Types),,Material:Refrigeration,0.00000,Inventory
904-23,Manitowoc 200793-9 S-Series Toggle Switch,,Material:Refrigeration,0.00000,Inventory
904-46,Toggle Switch (All Types),,Material:Refrigeration,0.00000,Inventory
904-60,Ice Machine Cfm (all),,Material:Refrigeration,0.00000,Inventory
904-61,MANITOWOC 000013459 THERMISTOR ASSEMBLY ( IA,,Material:Refrigeration,0.00000,Inventory
904-65,Manitowoc Ice Thickness Control #627813 (all Q's,,Material:Refrigeration,0.00000,Inventory
904-70,Thick Cont. 76-1996-3 (all Eand H),,Material:Refrigeration,0.00000,Inventory
904-72,I/m Water Distribution Tube,,Material:Refrigeration,0.00000,Inventory
904-75,Water Curtain,,Material:Refrigeration,0.00000,Inventory
904-80,Man. Float 83-6904-3/9,,Material:Refrigeration,0.00000,Inventory
904-81,Float G Series 83-6905,,Material:Refrigeration,0.00000,Inventory
904-82,Manitowoc Probe Water Level Sensor,,Material:Refrigeration,0.00000,Inventory
904-820,Manitowoc Q Water Level Sensor Probe Pt# 2,,Material:Refrigeration,0.00000,Inventory
904-83,Manitowoc H2o Lvl Probe S Series Pt# 20-,,Material:Refrigeration,0.00000,Inventory
904-84,Dump Valve Body (all Types),,Material:Refrigeration,0.00000,Inventory
904-85,Dump Valve Coil All Types Manitowoc,,Material:Refrigeration,0.00000,Inventory
904-89,???000016053 WATER LEVEL PROBE KIT,,Material:Refrigeration,0.00000,Inventory
904-97,Door Clip,,Material:Refrigeration,0.00000,Inventory
905-01,I/m Coil Only,,Material:Refrigeration,0.00000,Inventory
905-08,"Manitowoc # 2301543 Switch, Glass Fill",,Material:Refrigeration,0.00000,Inventory
905-10,Manitowoc Water Dump Valve 120v. Pt # 00000176,,Material:Refrigeration,0.00000,Inventory
905-11,Manitowoc Water Inlet Valve 240 Volt .75gpm,,Material:Refrigeration,0.00000,Inventory
905-110,Manitowac Water Inlet Valve 230v. Part # 00009122,,Material:Refrigeration,0.00000,Inventory
905-12,Manitowoc Water Dump Valve 208 - 220 Volt (pt,,Material:Refrigeration,0.00000,Inventory
905-120,MANITOWOC 000009120 WATER INLET VALVE K SER,,Material:Refrigeration,0.00000,Inventory
905-140,Manitowac Water Inlet Valve 230v. Part #00009121,,Material:Refrigeration,0.00000,Inventory
905-15,Manitowoc Bin Switch,,Material:Refrigeration,0.00000,Inventory
905-160,MANITOWOC WATER FILTER K00339,,Material:Refrigeration,0.00000,Inventory
905-161,Manitowocwater Filter K00338,,Material:Refrigeration,0.00000,Inventory
905-19,Manitowoc Single Wire Thickness Control #2008029,,Material:Refrigeration,0.00000,Inventory
905-190,Manitowoc Ice Thickness Probe Ass(Indigo),,Material:Refrigeration,0.00000,Inventory
905-21,Manitowoc Micro Switch Pt# 10-0070-3,,Material:Refrigeration,0.00000,Inventory
905-22,Manitowoc Ptcr Motor Start 36amp Pt# 85-04,,Material:Refrigeration,0.00000,Inventory
905-240,HOSHIZAKI 2A3314G01 EVAPORATOR,,Material:Refrigeration,0.00000,Inventory
905-25,Ice-o-matic Water Filter Pt# lomq,,Material:Refrigeration,0.00000,Inventory
905-50,12-2548-01 Scotsman Water Inlet Valve 208/230,,Material:Refrigeration,0.00000,Inventory
906-001,Water Filter Cuno Cfs8112-s 4ny64,,Material:Refrigeration,0.00000,Inventory
906-01,"Water Filter Refill (all) 10"" 10 Microns (grainger 4pcc8)",,Material:Refrigeration,0.00000,Inventory
906-04,Hoshizaki Water Filter 4HC-H,,Material:Filters,294.24000,Inventory
906-07,Hoshizaki Ice Deflector/cube Guide Part # 214243-01,,Material:Refrigeration,0.00000,Inventory
906-09,Hosh Wtr. Diaphram (all),,Material:Refrigeration,0.00000,Inventory
906-12,HOSHIZAKI 4A0865-01 Water Inlet Valve Blue/red,,Material:Refrigeration,0.00000,Inventory
906-17,Hoshizaki Bin Stat Pt# Tb0031,,Material:Refrigeration,0.00000,Inventory
906-170,HOSHIZAKI 4A2033-01 BIN STAT (PROXIMITY SWITCH,,Material:Refrigeration,0.00000,Inventory
906-18,Hoshizaki 4a5251-02 Water Inlet Valve (Old Pt#,,Material:Refrigeration,0.00000,Inventory
